Temporada,Fecha_Update,Fruta,Centro_acopio,Estado,PR_Productor,Nombre_Productor,Codigo_Huerto,Nombre_Huerto,Liberacion,Hectareas,Mes,Semana,Cajas_proyectadas,Ha en produccion,Variedad,% avance,% restante,Semanas restantes,Cajas totales,Filial,Kg,Columna1
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,PR01762,PR. RUIZ FLORES ADRIANA,102,Perimera,,2,jul-23,30,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Ignacio Rosales
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5387,Huerta Alvarez (Martin Alvarez),,"1,7",ago-22,31,0,"0,00",Tupy,,,,,Meridian Fruits,0,Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5387,Huerta Alvarez (Martin Alvarez),,"1,7",ago-22,32,0,"0,00",Tupy,,,,,Meridian Fruits,0,Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5387,Huerta Alvarez (Martin Alvarez),,"1,7",ago-22,33,0,"0,00",Tupy,,,,,Meridian Fruits,0,Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5387,Huerta Alvarez (Martin Alvarez),,"1,7",ago-22,34,0,"0,00",Tupy,,,,,Meridian Fruits,0,Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5387,Huerta Alvarez (Martin Alvarez),,"1,7",sep-22,35,0,"0,00",Tupy,,,,,Meridian Fruits,0,Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5387,Huerta Alvarez (Martin Alvarez),,"1,7",sep-22,36,0,"0,00",Tupy,,,,,Meridian Fruits,0,Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5387,Huerta Alvarez (Martin Alvarez),,"1,7",sep-22,37,0,"0,00",Tupy,,,,,Meridian Fruits,0,Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5387,Huerta Alvarez (Martin Alvarez),,"1,7",sep-22,38,0,"0,00",Tupy,,,,,Meridian Fruits,0,Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5387,Huerta Alvarez (Martin Alvarez),,"1,7",sep-22,39,0,"0,00",Tupy,,,,,Meridian Fruits,0,Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5387,Huerta Alvarez (Martin Alvarez),,"1,7",oct-22,40,0,"0,00",Tupy,,,,,Meridian Fruits,0,Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5387,Huerta Alvarez (Martin Alvarez),,"1,7",oct-22,41,0,"0,00",Tupy,,,,,Meridian Fruits,0,Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5387,Huerta Alvarez (Martin Alvarez),,"1,7",oct-22,42,0,"0,00",Tupy,,,,,Meridian Fruits,0,Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5387,Huerta Alvarez (Martin Alvarez),,"1,7",oct-22,43,0,"0,00",Tupy,,,,,Meridian Fruits,0,Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5387,Huerta Alvarez (Martin Alvarez),,"1,7",nov-22,44,73,"1,70",Tupy,,,,,Meridian Fruits,"0,15",Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5387,Huerta Alvarez (Martin Alvarez),,"1,7",nov-22,45,364,"1,70",Tupy,,,,,Meridian Fruits,"0,74",Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5387,Huerta Alvarez (Martin Alvarez),,"1,7",nov-22,46,582,"1,70",Tupy,,,,,Meridian Fruits,"1,19",Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5387,Huerta Alvarez (Martin Alvarez),,"1,7",nov-22,47,692,"1,70",Tupy,,,,,Meridian Fruits,"1,41",Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5387,Huerta Alvarez (Martin Alvarez),,"1,7",dic-22,48,801,"1,70",Tupy,,,,,Meridian Fruits,"1,63",Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5387,Huerta Alvarez (Martin Alvarez),,"1,7",dic-22,49,655,"1,70",Tupy,,,,,Meridian Fruits,"1,34",Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5387,Huerta Alvarez (Martin Alvarez),,"1,7",dic-22,50,364,"1,70",Tupy,,,,,Meridian Fruits,"0,74",Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5387,Huerta Alvarez (Martin Alvarez),,"1,7",dic-22,51,109,"1,70",Tupy,,,,,Meridian Fruits,"0,22",Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5387,Huerta Alvarez (Martin Alvarez),,"1,7",dic-22,52,0,"0,00",Tupy,,,,,Meridian Fruits,0,Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5387,Huerta Alvarez (Martin Alvarez),,"1,7",ene-23,1,0,"0,00",Tupy,,,,,Meridian Fruits,0,Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5387,Huerta Alvarez (Martin Alvarez),,"1,7",ene-23,2,0,"0,00",Tupy,,,,,Meridian Fruits,0,Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5387,Huerta Alvarez (Martin Alvarez),,"1,7",ene-23,3,0,"0,00",Tupy,,,,,Meridian Fruits,0,Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5387,Huerta Alvarez (Martin Alvarez),,"1,7",ene-23,4,0,"0,00",Tupy,,,,,Meridian Fruits,0,Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5387,Huerta Alvarez (Martin Alvarez),,"1,7",feb-23,5,73,"1,70",Tupy,,,,,Meridian Fruits,"0,15",Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5387,Huerta Alvarez (Martin Alvarez),,"1,7",feb-23,6,364,"1,70",Tupy,,,,,Meridian Fruits,"0,74",Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5387,Huerta Alvarez (Martin Alvarez),,"1,7",feb-23,7,582,"1,70",Tupy,,,,,Meridian Fruits,"1,19",Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5387,Huerta Alvarez (Martin Alvarez),,"1,7",feb-23,8,692,"1,70",Tupy,,,,,Meridian Fruits,"1,41",Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5387,Huerta Alvarez (Martin Alvarez),,"1,7",mar-23,9,801,"1,70",Tupy,,,,,Meridian Fruits,"1,63",Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5387,Huerta Alvarez (Martin Alvarez),,"1,7",mar-23,10,655,"1,70",Tupy,,,,,Meridian Fruits,"1,34",Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5387,Huerta Alvarez (Martin Alvarez),,"1,7",mar-23,11,400,"1,70",Tupy,,,,,Meridian Fruits,"0,82",Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5387,Huerta Alvarez (Martin Alvarez),,"1,7",mar-23,12,291,"1,70",Tupy,,,,,Meridian Fruits,"0,59",Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5387,Huerta Alvarez (Martin Alvarez),,"1,7",mar-23,13,291,"1,70",Tupy,,,,,Meridian Fruits,"0,59",Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5387,Huerta Alvarez (Martin Alvarez),,"1,7",abr-23,14,346,"1,70",Tupy,,,,,Meridian Fruits,"0,71",Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5387,Huerta Alvarez (Martin Alvarez),,"1,7",abr-23,15,400,"1,70",Tupy,,,,,Meridian Fruits,"0,82",Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5387,Huerta Alvarez (Martin Alvarez),,"1,7",abr-23,16,328,"1,70",Tupy,,,,,Meridian Fruits,"0,67",Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5387,Huerta Alvarez (Martin Alvarez),,"1,7",abr-23,17,182,"1,70",Tupy,,,,,Meridian Fruits,"0,37",Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5387,Huerta Alvarez (Martin Alvarez),,"1,7",may-23,18,55,"1,70",Tupy,,,,,Meridian Fruits,"0,11",Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5387,Huerta Alvarez (Martin Alvarez),,"1,7",may-23,19,0,"0,00",Tupy,,,,,Meridian Fruits,0,Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5387,Huerta Alvarez (Martin Alvarez),,"1,7",may-23,20,0,"0,00",Tupy,,,,,Meridian Fruits,0,Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5387,Huerta Alvarez (Martin Alvarez),,"1,7",may-23,21,0,"0,00",Tupy,,,,,Meridian Fruits,0,Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5387,Huerta Alvarez (Martin Alvarez),,"1,7",may-23,22,0,"0,00",Tupy,,,,,Meridian Fruits,0,Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5387,Huerta Alvarez (Martin Alvarez),,"1,7",jun-23,23,0,"0,00",Tupy,,,,,Meridian Fruits,0,Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5387,Huerta Alvarez (Martin Alvarez),,"1,7",jun-23,24,0,"0,00",Tupy,,,,,Meridian Fruits,0,Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5387,Huerta Alvarez (Martin Alvarez),,"1,7",jun-23,25,0,"0,00",Tupy,,,,,Meridian Fruits,0,Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5387,Huerta Alvarez (Martin Alvarez),,"1,7",jun-23,26,0,"0,00",Tupy,,,,,Meridian Fruits,0,Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5387,Huerta Alvarez (Martin Alvarez),,"1,7",jul-23,27,0,"0,00",Tupy,,,,,Meridian Fruits,0,Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5387,Huerta Alvarez (Martin Alvarez),,"1,7",jul-23,28,0,"0,00",Tupy,,,,,Meridian Fruits,0,Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5387,Huerta Alvarez (Martin Alvarez),,"1,7",jul-23,29,0,"0,00",Tupy,,,,,Meridian Fruits,0,Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5387,Huerta Alvarez (Martin Alvarez),,"1,7",jul-23,30,0,"0,00",Tupy,,,,,Meridian Fruits,0,Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5405,DOS HERMANOS RR (Martin Alvarez),,"1,5",ago-22,31,0,"0,00",Tupy,,,,,Meridian Fruits,0,Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5405,DOS HERMANOS RR (Martin Alvarez),,"1,5",ago-22,32,0,"0,00",Tupy,,,,,Meridian Fruits,0,Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5405,DOS HERMANOS RR (Martin Alvarez),,"1,5",ago-22,33,0,"0,00",Tupy,,,,,Meridian Fruits,0,Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5405,DOS HERMANOS RR (Martin Alvarez),,"1,5",ago-22,34,0,"0,00",Tupy,,,,,Meridian Fruits,0,Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5405,DOS HERMANOS RR (Martin Alvarez),,"1,5",sep-22,35,0,"0,00",Tupy,,,,,Meridian Fruits,0,Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5405,DOS HERMANOS RR (Martin Alvarez),,"1,5",sep-22,36,0,"0,00",Tupy,,,,,Meridian Fruits,0,Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5405,DOS HERMANOS RR (Martin Alvarez),,"1,5",sep-22,37,0,"0,00",Tupy,,,,,Meridian Fruits,0,Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5405,DOS HERMANOS RR (Martin Alvarez),,"1,5",sep-22,38,0,"0,00",Tupy,,,,,Meridian Fruits,0,Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5405,DOS HERMANOS RR (Martin Alvarez),,"1,5",sep-22,39,0,"0,00",Tupy,,,,,Meridian Fruits,0,Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5405,DOS HERMANOS RR (Martin Alvarez),,"1,5",oct-22,40,0,"0,00",Tupy,,,,,Meridian Fruits,0,Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5405,DOS HERMANOS RR (Martin Alvarez),,"1,5",oct-22,41,33,"1,50",Tupy,,,,,Meridian Fruits,"0,07",Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5405,DOS HERMANOS RR (Martin Alvarez),,"1,5",oct-22,42,164,"1,50",Tupy,,,,,Meridian Fruits,"0,33",Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5405,DOS HERMANOS RR (Martin Alvarez),,"1,5",oct-22,43,262,"1,50",Tupy,,,,,Meridian Fruits,"0,53",Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5405,DOS HERMANOS RR (Martin Alvarez),,"1,5",nov-22,44,311,"1,50",Tupy,,,,,Meridian Fruits,"0,63",Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5405,DOS HERMANOS RR (Martin Alvarez),,"1,5",nov-22,45,360,"1,50",Tupy,,,,,Meridian Fruits,"0,73",Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5405,DOS HERMANOS RR (Martin Alvarez),,"1,5",nov-22,46,295,"1,50",Tupy,,,,,Meridian Fruits,"0,6",Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5405,DOS HERMANOS RR (Martin Alvarez),,"1,5",nov-22,47,164,"1,50",Tupy,,,,,Meridian Fruits,"0,33",Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5405,DOS HERMANOS RR (Martin Alvarez),,"1,5",dic-22,48,0,"0,00",Tupy,,,,,Meridian Fruits,0,Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5405,DOS HERMANOS RR (Martin Alvarez),,"1,5",dic-22,49,0,"0,00",Tupy,,,,,Meridian Fruits,0,Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5405,DOS HERMANOS RR (Martin Alvarez),,"1,5",dic-22,50,0,"0,00",Tupy,,,,,Meridian Fruits,0,Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5405,DOS HERMANOS RR (Martin Alvarez),,"1,5",dic-22,51,0,"0,00",Tupy,,,,,Meridian Fruits,0,Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5405,DOS HERMANOS RR (Martin Alvarez),,"1,5",dic-22,52,0,"0,00",Tupy,,,,,Meridian Fruits,0,Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5405,DOS HERMANOS RR (Martin Alvarez),,"1,5",ene-23,1,0,"0,00",Tupy,,,,,Meridian Fruits,0,Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5405,DOS HERMANOS RR (Martin Alvarez),,"1,5",ene-23,2,0,"0,00",Tupy,,,,,Meridian Fruits,0,Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5405,DOS HERMANOS RR (Martin Alvarez),,"1,5",ene-23,3,0,"0,00",Tupy,,,,,Meridian Fruits,0,Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5405,DOS HERMANOS RR (Martin Alvarez),,"1,5",ene-23,4,0,"0,00",Tupy,,,,,Meridian Fruits,0,Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5405,DOS HERMANOS RR (Martin Alvarez),,"1,5",feb-23,5,73,"1,50",Tupy,,,,,Meridian Fruits,"0,15",Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5405,DOS HERMANOS RR (Martin Alvarez),,"1,5",feb-23,6,364,"1,50",Tupy,,,,,Meridian Fruits,"0,74",Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5405,DOS HERMANOS RR (Martin Alvarez),,"1,5",feb-23,7,582,"1,50",Tupy,,,,,Meridian Fruits,"1,19",Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5405,DOS HERMANOS RR (Martin Alvarez),,"1,5",feb-23,8,692,"1,50",Tupy,,,,,Meridian Fruits,"1,41",Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5405,DOS HERMANOS RR (Martin Alvarez),,"1,5",mar-23,9,801,"1,50",Tupy,,,,,Meridian Fruits,"1,63",Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5405,DOS HERMANOS RR (Martin Alvarez),,"1,5",mar-23,10,655,"1,50",Tupy,,,,,Meridian Fruits,"1,34",Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5405,DOS HERMANOS RR (Martin Alvarez),,"1,5",mar-23,11,364,"1,50",Tupy,,,,,Meridian Fruits,"0,74",Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5405,DOS HERMANOS RR (Martin Alvarez),,"1,5",mar-23,12,109,"1,50",Tupy,,,,,Meridian Fruits,"0,22",Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5405,DOS HERMANOS RR (Martin Alvarez),,"1,5",mar-23,13,0,"0,00",Tupy,,,,,Meridian Fruits,0,Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5405,DOS HERMANOS RR (Martin Alvarez),,"1,5",abr-23,14,0,"0,00",Tupy,,,,,Meridian Fruits,0,Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5405,DOS HERMANOS RR (Martin Alvarez),,"1,5",abr-23,15,0,"0,00",Tupy,,,,,Meridian Fruits,0,Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5405,DOS HERMANOS RR (Martin Alvarez),,"1,5",abr-23,16,0,"0,00",Tupy,,,,,Meridian Fruits,0,Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5405,DOS HERMANOS RR (Martin Alvarez),,"1,5",abr-23,17,0,"0,00",Tupy,,,,,Meridian Fruits,0,Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5405,DOS HERMANOS RR (Martin Alvarez),,"1,5",may-23,18,0,"0,00",Tupy,,,,,Meridian Fruits,0,Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5405,DOS HERMANOS RR (Martin Alvarez),,"1,5",may-23,19,0,"0,00",Tupy,,,,,Meridian Fruits,0,Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5405,DOS HERMANOS RR (Martin Alvarez),,"1,5",may-23,20,0,"0,00",Tupy,,,,,Meridian Fruits,0,Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5405,DOS HERMANOS RR (Martin Alvarez),,"1,5",may-23,21,0,"0,00",Tupy,,,,,Meridian Fruits,0,Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5405,DOS HERMANOS RR (Martin Alvarez),,"1,5",may-23,22,0,"0,00",Tupy,,,,,Meridian Fruits,0,Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5405,DOS HERMANOS RR (Martin Alvarez),,"1,5",jun-23,23,0,"0,00",Tupy,,,,,Meridian Fruits,0,Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5405,DOS HERMANOS RR (Martin Alvarez),,"1,5",jun-23,24,0,"0,00",Tupy,,,,,Meridian Fruits,0,Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5405,DOS HERMANOS RR (Martin Alvarez),,"1,5",jun-23,25,0,"0,00",Tupy,,,,,Meridian Fruits,0,Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5405,DOS HERMANOS RR (Martin Alvarez),,"1,5",jun-23,26,0,"0,00",Tupy,,,,,Meridian Fruits,0,Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5405,DOS HERMANOS RR (Martin Alvarez),,"1,5",jul-23,27,0,"0,00",Tupy,,,,,Meridian Fruits,0,Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5405,DOS HERMANOS RR (Martin Alvarez),,"1,5",jul-23,28,0,"0,00",Tupy,,,,,Meridian Fruits,0,Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5405,DOS HERMANOS RR (Martin Alvarez),,"1,5",jul-23,29,0,"0,00",Tupy,,,,,Meridian Fruits,0,Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR01725,PR. Alvarez Herrera Martin,5405,DOS HERMANOS RR (Martin Alvarez),,"1,5",jul-23,30,0,"0,00",Tupy,,,,,Meridian Fruits,0,Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR00527,PR. REYES SANCHEZ RICARDO,4875,Guayabo de China (Ricardo Reyes),,"2,5",ago-22,32,0,"0,00",Tupy,,,,,Meridian Fruits,0,Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR00527,PR. REYES SANCHEZ RICARDO,4875,Guayabo de China (Ricardo Reyes),,"2,5",ago-22,33,0,"0,00",Tupy,,,,,Meridian Fruits,0,Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR00527,PR. REYES SANCHEZ RICARDO,4875,Guayabo de China (Ricardo Reyes),,"2,5",ago-22,34,0,"0,00",Tupy,,,,,Meridian Fruits,0,Cesar Isola
2022-2023,01/07/2022,Zarzamora org,Los Reyes,Michoacan,PR00527,PR. REYES SANCHEZ RICARDO,4875,Guayabo de China (Ricardo Reyes),,"2,5",sep-22,35,0,"0,00",Tupy,,,,,Meridian Fruits,0,Cesar Isola
