Temporada,Fecha_Update,Fruta,Centro_acopio,Estado,PR_Productor,Nombre_Productor,Codigo_Huerto,Nombre_Huerto,Liberacion,Hectareas,Mes,Semana,Cajas_proyectadas,Ha en produccion,Variedad,% avance,% restante,Semanas restantes,Cajas totales,Filial,Kg,Columna1
2022-2023,01/07/2022,Arandano org,McAllen,Michoacan,PR00513,AGRICOLA MAFETA SPR DE RL DE CV,4904,El Suspiro (Mafeta),,23,feb-23,8,275,"23,00",Biloxi,,,,,Meridian Fruits,"0,56",Diego Hernandez
2022-2023,01/07/2022,Arandano org,McAllen,Michoacan,PR00513,AGRICOLA MAFETA SPR DE RL DE CV,4904,El Suspiro (Mafeta),,23,mar-23,9,449,"23,00",Biloxi,,,,,Meridian Fruits,"0,92",Diego Hernandez
2022-2023,01/07/2022,Arandano org,McAllen,Michoacan,PR00513,AGRICOLA MAFETA SPR DE RL DE CV,4904,El Suspiro (Mafeta),,23,mar-23,10,591,"23,00",Biloxi,,,,,Meridian Fruits,"1,21",Diego Hernandez
2022-2023,01/07/2022,Arandano org,McAllen,Michoacan,PR00513,AGRICOLA MAFETA SPR DE RL DE CV,4904,El Suspiro (Mafeta),,23,mar-23,11,652,"23,00",Biloxi,,,,,Meridian Fruits,"1,33",Diego Hernandez
2022-2023,01/07/2022,Arandano org,McAllen,Michoacan,PR00513,AGRICOLA MAFETA SPR DE RL DE CV,4904,El Suspiro (Mafeta),,23,mar-23,12,790,"23,00",Biloxi,,,,,Meridian Fruits,"1,61",Diego Hernandez
2022-2023,01/07/2022,Arandano org,McAllen,Michoacan,PR00513,AGRICOLA MAFETA SPR DE RL DE CV,4904,El Suspiro (Mafeta),,23,mar-23,13,397,"23,00",Biloxi,,,,,Meridian Fruits,"0,81",Diego Hernandez
2022-2023,01/07/2022,Arandano org,McAllen,Michoacan,PR00513,AGRICOLA MAFETA SPR DE RL DE CV,4904,El Suspiro (Mafeta),,23,abr-23,14,268,"23,00",Biloxi,,,,,Meridian Fruits,"0,55",Diego Hernandez
2022-2023,01/07/2022,Arandano org,McAllen,Michoacan,PR00513,AGRICOLA MAFETA SPR DE RL DE CV,4904,El Suspiro (Mafeta),,23,abr-23,15,308,"23,00",Biloxi,,,,,Meridian Fruits,"0,63",Diego Hernandez
2022-2023,01/07/2022,Arandano org,McAllen,Michoacan,PR00513,AGRICOLA MAFETA SPR DE RL DE CV,4904,El Suspiro (Mafeta),,23,abr-23,16,254,"23,00",Biloxi,,,,,Meridian Fruits,"0,52",Diego Hernandez
2022-2023,01/07/2022,Arandano org,McAllen,Michoacan,PR00513,AGRICOLA MAFETA SPR DE RL DE CV,4904,El Suspiro (Mafeta),,23,abr-23,17,243,"23,00",Biloxi,,,,,Meridian Fruits,"0,5",Diego Hernandez
2022-2023,01/07/2022,Arandano org,McAllen,Michoacan,PR00513,AGRICOLA MAFETA SPR DE RL DE CV,4904,El Suspiro (Mafeta),,23,may-23,18,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Arandano org,McAllen,Michoacan,PR00513,AGRICOLA MAFETA SPR DE RL DE CV,4904,El Suspiro (Mafeta),,23,may-23,19,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Arandano org,McAllen,Michoacan,PR00513,AGRICOLA MAFETA SPR DE RL DE CV,4904,El Suspiro (Mafeta),,23,may-23,20,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Arandano org,McAllen,Michoacan,PR00513,AGRICOLA MAFETA SPR DE RL DE CV,4904,El Suspiro (Mafeta),,23,may-23,21,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Arandano org,McAllen,Michoacan,PR00513,AGRICOLA MAFETA SPR DE RL DE CV,4904,El Suspiro (Mafeta),,23,may-23,22,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Arandano org,McAllen,Michoacan,PR00513,AGRICOLA MAFETA SPR DE RL DE CV,4904,El Suspiro (Mafeta),,23,jun-23,23,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Arandano org,McAllen,Michoacan,PR00513,AGRICOLA MAFETA SPR DE RL DE CV,4904,El Suspiro (Mafeta),,23,jun-23,24,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Arandano org,McAllen,Michoacan,PR00513,AGRICOLA MAFETA SPR DE RL DE CV,4904,El Suspiro (Mafeta),,23,jun-23,25,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Arandano org,McAllen,Michoacan,PR00513,AGRICOLA MAFETA SPR DE RL DE CV,4904,El Suspiro (Mafeta),,23,jun-23,26,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Arandano org,McAllen,Michoacan,PR00513,AGRICOLA MAFETA SPR DE RL DE CV,4904,El Suspiro (Mafeta),,23,jul-23,27,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Arandano org,McAllen,Michoacan,PR00513,AGRICOLA MAFETA SPR DE RL DE CV,4904,El Suspiro (Mafeta),,23,jul-23,28,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Arandano org,McAllen,Michoacan,PR00513,AGRICOLA MAFETA SPR DE RL DE CV,4904,El Suspiro (Mafeta),,23,jul-23,29,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Arandano org,McAllen,Michoacan,PR00513,AGRICOLA MAFETA SPR DE RL DE CV,4904,El Suspiro (Mafeta),,23,jul-23,30,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,5091,Las Nueces zarza (Biosflora),,1,ago-22,31,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,5091,Las Nueces zarza (Biosflora),,1,ago-22,32,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,5091,Las Nueces zarza (Biosflora),,1,ago-22,33,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,5091,Las Nueces zarza (Biosflora),,1,ago-22,34,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,5091,Las Nueces zarza (Biosflora),,1,sep-22,35,23,"1,00",Sofia,,,,,Meridian Fruits,"0,05",Diego Hernandez
2022-2023,01/07/2022,Zarzamora,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,5091,Las Nueces zarza (Biosflora),,1,sep-22,36,91,"1,00",Sofia,,,,,Meridian Fruits,"0,19",Diego Hernandez
2022-2023,01/07/2022,Zarzamora,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,5091,Las Nueces zarza (Biosflora),,1,sep-22,37,137,"1,00",Sofia,,,,,Meridian Fruits,"0,28",Diego Hernandez
2022-2023,01/07/2022,Zarzamora,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,5091,Las Nueces zarza (Biosflora),,1,sep-22,38,432,"1,00",Sofia,,,,,Meridian Fruits,"0,88",Diego Hernandez
2022-2023,01/07/2022,Zarzamora,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,5091,Las Nueces zarza (Biosflora),,1,sep-22,39,637,"1,00",Sofia,,,,,Meridian Fruits,"1,3",Diego Hernandez
2022-2023,01/07/2022,Zarzamora,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,5091,Las Nueces zarza (Biosflora),,1,oct-22,40,728,"1,00",Sofia,,,,,Meridian Fruits,"1,49",Diego Hernandez
2022-2023,01/07/2022,Zarzamora,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,5091,Las Nueces zarza (Biosflora),,1,oct-22,41,910,"1,00",Sofia,,,,,Meridian Fruits,"1,86",Diego Hernandez
2022-2023,01/07/2022,Zarzamora,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,5091,Las Nueces zarza (Biosflora),,1,oct-22,42,683,"1,00",Sofia,,,,,Meridian Fruits,"1,39",Diego Hernandez
2022-2023,01/07/2022,Zarzamora,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,5091,Las Nueces zarza (Biosflora),,1,oct-22,43,455,"1,00",Sofia,,,,,Meridian Fruits,"0,93",Diego Hernandez
2022-2023,01/07/2022,Zarzamora,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,5091,Las Nueces zarza (Biosflora),,1,nov-22,44,296,"1,00",Sofia,,,,,Meridian Fruits,"0,6",Diego Hernandez
2022-2023,01/07/2022,Zarzamora,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,5091,Las Nueces zarza (Biosflora),,1,nov-22,45,137,"1,00",Sofia,,,,,Meridian Fruits,"0,28",Diego Hernandez
2022-2023,01/07/2022,Zarzamora,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,5091,Las Nueces zarza (Biosflora),,1,nov-22,46,23,"1,00",Sofia,,,,,Meridian Fruits,"0,05",Diego Hernandez
2022-2023,01/07/2022,Zarzamora,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,5091,Las Nueces zarza (Biosflora),,1,nov-22,47,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,5091,Las Nueces zarza (Biosflora),,1,dic-22,48,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,5091,Las Nueces zarza (Biosflora),,1,dic-22,49,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,5091,Las Nueces zarza (Biosflora),,1,dic-22,50,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,5091,Las Nueces zarza (Biosflora),,1,dic-22,51,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,5091,Las Nueces zarza (Biosflora),,1,dic-22,52,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,5091,Las Nueces zarza (Biosflora),,1,ene-23,1,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,5091,Las Nueces zarza (Biosflora),,1,ene-23,2,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,5091,Las Nueces zarza (Biosflora),,1,ene-23,3,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,5091,Las Nueces zarza (Biosflora),,1,ene-23,4,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,5091,Las Nueces zarza (Biosflora),,1,feb-23,5,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,5091,Las Nueces zarza (Biosflora),,1,feb-23,6,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,5091,Las Nueces zarza (Biosflora),,1,feb-23,7,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,5091,Las Nueces zarza (Biosflora),,1,feb-23,8,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,5091,Las Nueces zarza (Biosflora),,1,mar-23,9,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,5091,Las Nueces zarza (Biosflora),,1,mar-23,10,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,5091,Las Nueces zarza (Biosflora),,1,mar-23,11,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,5091,Las Nueces zarza (Biosflora),,1,mar-23,12,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,5091,Las Nueces zarza (Biosflora),,1,mar-23,13,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,5091,Las Nueces zarza (Biosflora),,1,abr-23,14,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,5091,Las Nueces zarza (Biosflora),,1,abr-23,15,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,5091,Las Nueces zarza (Biosflora),,1,abr-23,16,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,5091,Las Nueces zarza (Biosflora),,1,abr-23,17,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,5091,Las Nueces zarza (Biosflora),,1,may-23,18,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,5091,Las Nueces zarza (Biosflora),,1,may-23,19,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,5091,Las Nueces zarza (Biosflora),,1,may-23,20,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,5091,Las Nueces zarza (Biosflora),,1,may-23,21,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,5091,Las Nueces zarza (Biosflora),,1,may-23,22,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,5091,Las Nueces zarza (Biosflora),,1,jun-23,23,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,5091,Las Nueces zarza (Biosflora),,1,jun-23,24,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,5091,Las Nueces zarza (Biosflora),,1,jun-23,25,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,5091,Las Nueces zarza (Biosflora),,1,jun-23,26,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,5091,Las Nueces zarza (Biosflora),,1,jul-23,27,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,5091,Las Nueces zarza (Biosflora),,1,jul-23,28,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,5091,Las Nueces zarza (Biosflora),,1,jul-23,29,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,5091,Las Nueces zarza (Biosflora),,1,jul-23,30,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,La Magueyera,,1,ago-22,31,0,"0,00",Sofia,,,,,Meridian Fruits,0,Carolina Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,La Magueyera,,1,ago-22,32,0,"0,00",Sofia,,,,,Meridian Fruits,0,Carolina Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,La Magueyera,,1,ago-22,33,0,"0,00",Sofia,,,,,Meridian Fruits,0,Carolina Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,La Magueyera,,1,ago-22,34,0,"0,00",Sofia,,,,,Meridian Fruits,0,Carolina Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,La Magueyera,,1,sep-22,35,0,"0,00",Sofia,,,,,Meridian Fruits,0,Carolina Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,La Magueyera,,1,sep-22,36,0,"0,00",Sofia,,,,,Meridian Fruits,0,Carolina Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,La Magueyera,,1,sep-22,37,0,"0,00",Sofia,,,,,Meridian Fruits,0,Carolina Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,La Magueyera,,1,sep-22,38,0,"0,00",Sofia,,,,,Meridian Fruits,0,Carolina Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,La Magueyera,,1,sep-22,39,0,"0,00",Sofia,,,,,Meridian Fruits,0,Carolina Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,La Magueyera,,1,oct-22,40,0,"0,00",Sofia,,,,,Meridian Fruits,0,Carolina Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,La Magueyera,,1,oct-22,41,0,"0,00",Sofia,,,,,Meridian Fruits,0,Carolina Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,La Magueyera,,1,oct-22,42,11,"1,00",Sofia,,,,,Meridian Fruits,"0,02",Carolina Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,La Magueyera,,1,oct-22,43,46,"1,00",Sofia,,,,,Meridian Fruits,"0,09",Carolina Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,La Magueyera,,1,nov-22,44,68,"1,00",Sofia,,,,,Meridian Fruits,"0,14",Carolina Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,La Magueyera,,1,nov-22,45,217,"1,00",Sofia,,,,,Meridian Fruits,"0,44",Carolina Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,La Magueyera,,1,nov-22,46,319,"1,00",Sofia,,,,,Meridian Fruits,"0,65",Carolina Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,La Magueyera,,1,nov-22,47,364,"1,00",Sofia,,,,,Meridian Fruits,"0,74",Carolina Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,La Magueyera,,1,dic-22,48,455,"1,00",Sofia,,,,,Meridian Fruits,"0,93",Carolina Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,La Magueyera,,1,dic-22,49,341,"1,00",Sofia,,,,,Meridian Fruits,"0,7",Carolina Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,La Magueyera,,1,dic-22,50,228,"1,00",Sofia,,,,,Meridian Fruits,"0,47",Carolina Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,La Magueyera,,1,dic-22,51,147,"1,00",Sofia,,,,,Meridian Fruits,"0,3",Carolina Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,La Magueyera,,1,dic-22,52,68,"1,00",Sofia,,,,,Meridian Fruits,"0,14",Carolina Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,La Magueyera,,1,ene-23,1,12,"1,00",Sofia,,,,,Meridian Fruits,"0,02",Carolina Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,La Magueyera,,1,ene-23,2,0,"0,00",Sofia,,,,,Meridian Fruits,0,Carolina Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,La Magueyera,,1,ene-23,3,0,"0,00",Sofia,,,,,Meridian Fruits,0,Carolina Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,La Magueyera,,1,ene-23,4,0,"0,00",Sofia,,,,,Meridian Fruits,0,Carolina Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,La Magueyera,,1,feb-23,5,0,"0,00",Sofia,,,,,Meridian Fruits,0,Carolina Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,La Magueyera,,1,feb-23,6,0,"0,00",Sofia,,,,,Meridian Fruits,0,Carolina Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,La Magueyera,,1,feb-23,7,0,"0,00",Sofia,,,,,Meridian Fruits,0,Carolina Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,La Magueyera,,1,feb-23,8,0,"0,00",Sofia,,,,,Meridian Fruits,0,Carolina Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,La Magueyera,,1,mar-23,9,0,"0,00",Sofia,,,,,Meridian Fruits,0,Carolina Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,La Magueyera,,1,mar-23,10,0,"0,00",Sofia,,,,,Meridian Fruits,0,Carolina Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,La Magueyera,,1,mar-23,11,0,"0,00",Sofia,,,,,Meridian Fruits,0,Carolina Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,La Magueyera,,1,mar-23,12,0,"0,00",Sofia,,,,,Meridian Fruits,0,Carolina Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,La Magueyera,,1,mar-23,13,0,"0,00",Sofia,,,,,Meridian Fruits,0,Carolina Hernandez
